Protein,Gene,HealthyControl_1,HealthyControl_2,HealthyControl_3,HealthyControl_4,HealthyControl_5,HealthyControl_6,HealthyControl_7,HealthyControl_8,HealthyControl_9,Prediabetic_1,Prediabetic_2,Prediabetic_3,Prediabetic_4,Prediabetic_5,Prediabetic_6,Prediabetic_7,Prediabetic_8,Prediabetic_9,Type2Diabetes_1,Type2Diabetes_2,Type2Diabetes_3,Type2Diabetes_4,Type2Diabetes_5,Type2Diabetes_6,Type2Diabetes_7,Type2Diabetes_8,Type2Diabetes_9,MetabolicSyndrome_1,MetabolicSyndrome_2,MetabolicSyndrome_3,MetabolicSyndrome_4,MetabolicSyndrome_5,MetabolicSyndrome_6,MetabolicSyndrome_7,MetabolicSyndrome_8,MetabolicSyndrome_9,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6,Reference_Pool
MC4R_HUMAN,MC4R,3258.68229448827,4060.1255778113436,4596.318198462601,6297.567960681857,5131.641914148043,6634.994612598827,6697.040624789947,6851.801744718182,4978.547682930836,8484.85198520709,11898.249689325827,15013.272085513405,15999.679141310855,17385.679830276385,16092.598092251299,10996.52417644996,17981.34577339684,10369.054162523274,0.0,11843.466992930673,9432.184837430037,9872.98933080111,15927.390235327353,12046.554479868017,14774.014638806872,12992.854649008399,11646.568296197262,9926.60688138854,0.0,15039.146473394941,14432.808640845991,10155.386469753133,0.0,9692.946334916043,8621.019687625445,14131.45551299034,6058.1627329158555,5995.873720806396,5249.680075880502,6157.06563627758,5487.631523986095,5359.304591658993,11260.811304424193
MDM2_HUMAN,MDM2,73945.69671079831,48571.214961096644,59938.84373130622,63020.55387320391,46000.990922292716,57832.88624656803,44571.683607285326,47855.207560495,48916.972576594875,78860.63251462762,94587.20830401624,130338.15567411433,48291.187472989266,119199.99645606194,100810.57801914724,99370.5137349286,71136.59553873008,88968.73657152755,142524.7344800536,111392.90942209803,77928.6999846227,149857.99633111796,0.0,0.0,112565.72485457116,79200.09263367853,130841.74674241451,107215.00237297128,76738.1695550053,62928.17605146155,104135.92793016,105666.804320213,105515.55709042875,92551.13822639617,82158.01970242224,104623.66094208974,37967.46047224207,61644.70918517626,53533.81402694854,56407.608425279606,61774.89745253344,68369.855155659,89050.08730448298
MGLL_HUMAN,MGLL,118343.5295441447,104683.1369536817,122250.14794152061,144866.58144529662,125995.81801198164,56987.48062930958,102276.77955085404,103796.52913817579,160663.43229485044,144334.70102272046,71077.6351100306,100231.5911508406,77997.38950730459,88097.46694875055,90894.53067339199,102580.18552328607,100081.81254265201,81852.57994274404,87943.21956965093,50109.81419478175,88250.24024955984,124697.47782550362,92665.6941289536,99354.79784317751,0.0,67956.47929304188,80134.1627798768,69311.14721694241,90688.51563392613,87405.19549057288,152552.6805561574,48983.40477628792,80373.49529011047,54776.31896717707,92583.06751027328,135631.13806884785,85237.66006393866,97139.85332008086,83324.2514744721,73158.86987466007,125916.2136872458,79555.78100075682,86683.88057892428
MSTN_HUMAN,MSTN,7571.600934908735,7477.475422205968,13397.802520118626,8861.446876616015,9217.862868248123,6467.721577557872,8866.631822272857,6832.629548992999,7521.488151015064,23219.315997179758,28895.573839399938,18154.869203507224,26160.076133847673,17670.2533012373,20816.839611670734,20809.71081265662,34453.29396421432,13976.272590597944,12719.81891153781,9389.656498062941,16485.58134378189,17162.916899389715,16468.980796228847,13496.065297586563,19861.452952871994,12670.223143046085,19431.66905293296,3438.056811298326,5374.344944977933,3424.0994762606156,2556.4174739397645,3932.3754724524165,3225.2865346718104,3933.8626625566244,5015.707515015128,3227.6408276005536,8904.93550578663,8412.297122320233,7648.936284095897,8744.545695109968,7703.340589920113,8268.980703287869,12974.690186950975
MTOR_HUMAN,MTOR,105918.3156952872,68226.58478183982,116997.63766705939,58558.3257778199,0.0,68406.75772694506,75498.32245318133,0.0,59985.9367422269,72451.71735564001,83357.42874235168,103077.1965676173,79254.90299737484,94349.14629573814,87523.1480184676,100258.03923199163,46636.667225940895,55792.9419751742,96616.48869702662,80132.65387499631,50831.632306837375,87311.69532008303,141000.9641938144,43507.57118260032,84949.15164468688,74294.78889181692,89990.99605297056,82787.11624747483,68671.0068016896,0.0,125505.9031328988,74431.82326766945,94890.34129160839,56789.34520258333,61904.480601856514,86449.18293674984,76934.23201010507,64081.68406712202,64191.320472586856,79940.83239728257,98303.92761449517,87306.0199581049,73442.43205838195
MYC_HUMAN,MYC,15353.71894021376,12035.767621710058,14502.127455240692,16671.580191168232,12658.24803996434,17211.894508564983,20193.215822627524,21358.400421530114,0.0,5514.805875393778,2690.976564118078,0.0,0.0,6531.417288298543,10634.436010428333,4907.122408594764,6679.848096521909,3913.7343606321574,6365.746374180806,5216.586131413172,8444.102391316654,7252.400430216193,7100.912561297874,6704.210378603319,7538.85359616271,7871.629234549394,6108.671730652282,5342.982244719439,8806.697127024323,5624.144030419175,5367.840276263683,6747.824670855693,4717.5781076442345,6183.531783803307,7634.7075763860885,6227.80167710894,15310.736332970237,15318.620400624524,17160.39805715499,15746.476851216028,12388.57545449826,14271.352518472107,8181.441487609389
MYOD1_HUMAN,MYOD1,41987.70037758005,33402.0943993671,65544.461941263,86853.98742646497,39239.386116643895,70050.82293725465,58299.33086556647,66685.64926227616,54784.17030468701,14483.679818949795,23668.645504132637,26339.72753603733,20094.129164354188,17733.337688419313,28213.903469706747,20876.583065678762,24405.913211089028,11968.074602531682,24997.964296255723,0.0,15335.018094149193,16200.675488385907,32110.87835466243,18470.614295889245,19416.075319919975,24111.29006994163,18761.3802816169,0.0,88383.92562384544,154700.5991925301,197799.183807318,216376.31879114898,57886.498792507526,154292.46111734866,79655.68954441315,0.0,51802.02333897393,46122.45693463624,45502.015943289625,52475.67311853783,64922.40093592159,60010.75518893657,63006.21236073873
NAMPT_HUMAN,NAMPT,3758.645322113932,3557.362571269913,3093.1482976719944,2791.860905085406,2915.9009572033256,3394.550065488346,2548.7658031014885,3455.727691528088,2263.774503295719,4176.1236208465325,2368.145465237646,3840.1908951138657,3697.5546881465025,3529.006656953741,4416.29297213301,3056.092404299932,3307.984208106369,4235.089179261589,2399.388332231324,2417.9517915002803,0.0,2788.5948261127264,3095.654817568517,3408.5097759156756,3761.1823605063264,2640.5492669101723,3006.4507933419186,2914.604765134049,4862.523995817871,2237.0134775214196,2753.5742095823034,2938.2337144693306,0.0,3895.3444987070134,2910.5202011395027,3026.6416786370614,2698.844280607774,2460.645327304452,2536.893310081266,3086.5310616577467,2902.058213794871,4519.917586598838,3212.6763853845623
NFKB1_HUMAN,NFKB1,14144.687177088088,20383.366049340708,15806.403105522844,23597.66525199994,23937.274232784483,18813.68336093564,19031.25081860115,23442.597511114498,0.0,11897.327681900464,8123.266951074407,9321.87112022298,17469.287128945078,13964.284155602072,17578.352463205134,0.0,12766.029839955336,11863.637167534189,31074.27715440048,26470.731167939277,41494.03462756967,25856.367241419142,23828.81526806602,0.0,31249.46743808909,28106.127796195273,40083.006053706646,5901.456028567062,8046.228883484728,5907.031956428774,4618.485738620293,7259.478974480417,5733.900237589298,6101.061897149072,0.0,5951.385265444084,15144.356726935115,16439.531575287958,17650.62047198208,17416.365803783778,18481.919893369377,15418.940486814974,17823.68599574462
NFKB2_HUMAN,NFKB2,4660.529591294043,0.0,7485.774020969195,3615.2809562217553,7096.0438980680265,6070.317766725687,5961.0447509585965,4556.420430546845,7010.026519621169,7476.890771586254,5185.574700837017,4969.474372431211,4795.233661776245,7944.872183925042,7090.047030992595,5295.589056181792,6850.262308691679,5970.198941288836,5660.90769971203,6369.19989075851,8071.464240010722,5399.289646064338,0.0,5403.7135779421,7466.010341213046,5805.943829344777,7388.024871148425,4643.032700013975,8215.746913019382,4747.842302341607,8561.068534370741,0.0,10367.18375100136,5382.148002932188,4687.917929401777,5209.656986910045,6291.691179377089,7066.096810868959,6359.076774333704,8104.532651514819,4815.892607947726,4964.5945756636465,6135.615538287706
NLRP3_HUMAN,NLRP3,19403.393652140534,21134.057283870145,0.0,19782.5904993,24584.628277527463,10160.447671757685,22676.354408208328,28806.09912291272,32717.84282801015,17398.153515779206,22542.257785693644,0.0,13543.673041786611,26231.06301740159,24184.938602493014,16211.59034665714,13326.344312622277,15287.292643960178,18119.833355941857,11783.395380563268,15749.829950288982,13280.87808890401,0.0,0.0,29236.31716132832,10011.303575212689,13408.025043121337,0.0,26618.179447071674,16713.911691166693,29786.901953349283,8967.045437694873,20878.677256669664,15363.553599646777,17382.646918210357,27699.97071177909,15677.94931934783,15847.715548009255,18057.741625752355,22242.68808660859,15693.875668876068,18482.838399820972,18042.231751244708
NOS2_HUMAN,NOS2,14022.415283045415,18308.09115824928,18078.202652454165,0.0,17983.07341350629,11833.17951079597,16144.122693393867,13450.178678086293,15763.652102168868,15022.981353454094,19912.088898607246,12463.945473147513,18871.98508014074,14589.452440370678,14513.975019151067,15740.14614877611,12861.633099778224,16090.317100275273,10591.598330410243,15215.037187758273,13609.38739182233,11821.508607513988,11895.810637730081,14353.411021766105,18060.50518741981,12731.76427067889,17119.6926318626,14909.168844207303,0.0,8093.432428870544,24424.858897207658,14107.313268474481,21913.056283253067,12587.763362152818,10869.50101488494,16400.852340004527,17406.32242266119,16712.52772766103,12252.97632154263,17316.569251319186,10860.247447997928,15212.630004388926,15459.472465158626
NPPA_HUMAN,NPPA,0.0,0.0,0.0,0.0,0.0,8852.623533172686,6868.2545657038745,0.0,0.0,19114.711592490974,13056.461811452507,0.0,0.0,19561.70563070819,0.0,0.0,0.0,0.0,3309.917999118224,2353.6450783071673,5178.5475623891225,4317.345815826654,3436.7255248757974,0.0,3966.8827962966943,0.0,0.0,0.0,3605.354021849681,0.0,6011.835956093325,0.0,4469.9678146061015,0.0,0.0,0.0,13517.499163418262,9095.317364534994,10820.008259289534,10831.941746065258,10680.417132139233,12876.645078689511,9637.27086640706
NPPB_HUMAN,NPPB,91771.6299944921,91455.27788943684,0.0,106158.49660825367,86103.46412154777,52709.55128221152,194312.2600265142,91843.7614300176,143907.29948352458,119649.11710276206,161813.4099690025,132435.3040266756,125729.36584046054,179910.91442368558,136169.4686724171,68039.06546025959,129768.67000271734,110360.76352387575,182348.95157842326,156479.90937031925,87305.43725932488,204529.71570638256,114848.40714501793,68992.36951917737,129514.8811807009,117289.60364949387,131918.77257041828,130010.7488503872,148719.1590775071,96037.96928491115,146043.83368750554,172582.2981694985,192638.3712921731,79826.32989205439,184102.23208247477,114867.05088647634,120909.02337318946,100972.59638170274,140529.45117850153,103225.43332133254,111680.00822687183,120011.0452556626,136514.5026070299
NR0B2_HUMAN,NR0B2,86984.44325023609,60317.7658493347,56743.87308606202,75128.54203636348,61639.411476807,73733.045627018,77708.95137520776,0.0,46441.49139567351,28932.541594775365,24056.179951741924,26276.84095405124,36287.03349114648,32893.105945863776,49025.24685246758,33047.13542807698,0.0,31937.343904623693,27580.856229058165,23319.11271804808,24518.30082959338,0.0,20818.127125424617,0.0,37627.60073911059,41820.640993943365,32646.907495101055,243591.67203580416,217602.77727308756,111749.84821079927,130469.66477859487,167907.03980367837,139149.42663818528,148307.92911066645,132685.12961156017,0.0,57435.49081799206,63615.83240158998,69341.88641246637,53497.22082093302,66017.44966092562,73688.40074668078,75311.54603407606
NR1H3_HUMAN,NR1H3,16773.907319426387,0.0,19609.105506211406,16512.95051243438,10787.679117333018,22889.347009081877,20599.88518725101,10388.264524659475,10259.266908691443,5728.9501543690785,7704.689217575309,6450.572851106351,0.0,6212.466815366764,7337.11384661725,6091.977515468238,8754.126006780225,6311.941448137684,44564.49349563835,24754.21173969221,65908.0928475304,30755.47472544979,44981.33965741332,47192.800361031936,0.0,42929.446219435944,25577.96609303299,3077.081171433324,5076.922606137221,6317.528766719641,3620.011596157471,4957.892655686652,6176.948734413974,4377.223593397706,3269.705775066923,6580.500123906671,16655.553431224875,16727.214110638426,15565.047163741041,12201.485171952601,16857.10911083303,12166.769319932891,18676.390284005305
NR1H4_HUMAN,NR1H4,13998.322063245512,0.0,10562.968114983823,0.0,8480.490101089339,11079.028071895293,0.0,0.0,0.0,9152.104441727142,11846.028547382812,10150.695703932703,10186.764783499984,0.0,10400.168423484583,12837.30097291423,0.0,0.0,11908.438458946624,0.0,0.0,0.0,0.0,9911.120937488278,9591.604171635985,8397.586189913029,0.0,12581.520519118601,6188.266173935402,0.0,0.0,9829.04324538218,9576.589151199376,9801.397589942067,0.0,10512.749529541572,9901.035924056727,12384.347305140222,12937.4438110899,11849.56346654088,9568.230651048416,11459.552382300066,11345.421116225061
PCK1_HUMAN,PCK1,0.0,12193.59534987982,0.0,13439.272892019022,10557.533013440825,16289.028864635058,11877.87954564922,13633.711317705045,10636.437618303198,8409.546923244563,13173.719998197028,20878.648664418404,0.0,12617.171872811774,0.0,10603.672774213035,18391.634711467552,12173.94073510496,0.0,9969.403342505138,0.0,12182.168061736256,0.0,11857.568593356931,11917.082318368344,10331.590204088337,0.0,10914.931558292716,7390.820910593494,12659.231055601393,20518.016781398972,21147.693839697244,0.0,13974.032640330828,0.0,14039.536649102538,12084.576944888931,15342.41120101547,15448.170052664918,12593.02504871128,12261.6899459911,15275.452911055721,11620.763882866773
PCSK9_HUMAN,PCSK9,66968.0238832394,79950.26388447334,130853.61333233942,80745.7374148569,74158.34067042025,59880.18309446299,87000.13163941959,63673.578621540706,77575.40005184684,97839.48351684859,139172.2940520639,104624.30996696602,189138.71302929026,0.0,118229.81882800344,150535.5112218807,168132.4399116751,92074.39483928539,174600.63527454284,138533.92919468018,193886.88132740342,181554.31506190967,156776.20566682806,0.0,215003.24277123797,138954.94429705726,206484.00797803458,130512.53304350276,168384.33330947196,136187.2534138149,106090.20366962432,125185.13916528157,107564.64237593484,159846.1111042223,193728.7153752885,82416.20068546438,64943.77723430221,70693.59432561026,71535.58714954802,69248.16610386981,65723.02471589649,80789.44828187343,127741.68709815387
PDPK1_HUMAN,PDPK1,0.0,10930.514864739764,0.0,0.0,0.0,12774.738329328133,0.0,0.0,14294.652530738409,0.0,33564.83841516325,0.0,32410.38013462279,0.0,20707.469711777707,29491.81593213125,41474.60724716099,0.0,4528.293020017975,0.0,5716.706539331789,0.0,0.0,0.0,0.0,0.0,5746.149330470241,0.0,0.0,0.0,10239.427808077638,0.0,0.0,0.0,7978.662936225858,0.0,15589.441777724202,13878.73015494366,11684.105998905037,15019.162611173993,17542.09714668374,18464.729806699375,16782.61878904952
PIK3CA_HUMAN,PIK3CA,0.0,51963.675980576096,66709.5756844255,51746.99476509632,33613.19742136447,36702.884046034065,0.0,30848.435933171088,33263.78523231362,0.0,52941.270830120186,31978.58582698069,30624.107334197324,33941.261679717565,55896.4923607147,0.0,57695.957998584156,32788.4732679182,56893.32686392628,46440.88742978897,86793.98397001141,32114.991181216654,61789.4154740949,54048.50061679378,40540.64562007134,65266.60749313548,45790.76962259127,28541.09193384132,54499.46899586454,43998.633819685245,29621.694086192623,0.0,46664.14215963573,40190.18985832544,32282.097289935497,37385.61742475549,32709.378115853193,39591.75164337149,41410.09834587337,45831.19235952319,43518.46562228839,42947.13700765412,47111.25755763941
PIK3R1_HUMAN,PIK3R1,13694.083507538106,13455.026229169276,13837.482210509732,16986.727295523604,9424.242289549245,9883.76060785885,9660.192108465904,21648.11998382775,8994.116287156216,15071.727652611218,10793.552994855212,15407.196241189999,15910.750919114394,23003.414403001676,8078.614567723294,15302.207972417958,10662.553044296952,12167.100489931458,10826.218504568473,13307.987665737499,15220.921438769488,20558.951258459398,7552.742854171855,16459.459854463294,11976.911215006203,16128.6299108308,13971.64977798255,22434.230733929995,9013.21162197702,13540.284498054149,16783.48146365665,15398.520210513965,12374.230969026652,10359.58790382867,12287.715300797392,9703.614354637277,15882.606329953138,14824.344290381128,14848.27217606301,18147.53869829553,17836.9411093958,13444.971755595492,13335.756711881095
PIK3R2_HUMAN,PIK3R2,0.0,31806.63346897204,23855.0765118575,22169.838248301323,20817.251343426535,0.0,23851.61914679123,21924.181331850374,20725.332470860936,25694.5774012674,32213.717207126545,38685.78446656792,18724.350027367396,31311.137829626157,24727.172054379436,29576.5932275257,20654.75415596859,25947.75476863321,29734.219155454804,18710.252656612272,16686.29976320284,29539.761472636765,28427.040579500586,22816.95941722995,0.0,24980.376281360433,31002.61954220958,0.0,19495.49228238633,24327.550506812877,25164.615336911007,0.0,30319.066449839665,30999.956178285873,20845.703790580916,28346.519090421585,27037.53026632183,25461.98681574717,24452.48824497713,24299.52867411103,27154.89063060966,36424.70936084974,26303.043264682212
PLAT_HUMAN,PLAT,58579.20068886063,80874.11146573565,66276.15669487974,0.0,37795.72439757545,20489.941201731388,43336.42407890546,0.0,102874.93952311414,71443.5416032849,103607.85945046761,0.0,0.0,77832.08804151406,80791.85655112342,0.0,66470.26077763844,55134.49929569653,0.0,86251.853785756,0.0,75058.6850180547,0.0,0.0,0.0,87097.44998389656,0.0,95268.42386101499,64120.3004737618,123779.95325957441,142279.0106188657,0.0,61186.05585835879,90370.00600765638,117180.6102215091,0.0,72277.9971630219,72109.35653918068,84557.90023204165,77608.6330771442,69902.28016543508,79515.18855039221,79926.27755448378
PLAU_HUMAN,PLAU,0.0,165630.39631131073,130421.31039953804,147757.5860431209,153543.27957462173,0.0,155053.72249475034,237377.31335120773,99071.73392936672,189038.18454806792,0.0,124008.06662345178,261365.10293575097,205150.95121023813,220512.3831828743,116762.61192637787,0.0,130076.7588059298,122213.86285306931,154326.2435822559,161086.04139413653,105159.2543366337,153945.60299511018,195462.10094047754,0.0,149547.50120333605,175089.53981425727,0.0,250646.02334346043,100440.53577436945,128056.76758984581,160360.14831211977,134895.3379828305,165445.10105662598,0.0,146452.81462313206,119730.51900526145,121442.39750363548,225140.6798075032,156825.61600257843,157625.1551771142,137706.8074403447,163270.38328914662
PLIN1_HUMAN,PLIN1,43264.237228830316,29305.266487017103,30376.616235656897,32623.177646673008,24073.342542900642,0.0,31239.228287062193,0.0,20000.521658460253,24899.64495732109,32114.65173581318,45247.376959079375,26195.301975173243,40667.0279806303,31813.181203427415,45230.440420016566,25548.89627787594,25287.252300207103,26953.93125482109,0.0,21443.18748802223,58954.38028153457,44336.28855125359,18114.47093730258,35823.90089595438,29083.281623394785,31074.960581023886,35468.69810097182,26890.343675448235,17500.049459046317,40711.826810530925,35142.300784560204,36985.80629574534,18518.711639364807,26644.111831319384,29977.061302113674,38685.74742356151,31823.072504767955,29065.14721680735,29610.88181999104,25954.436834789125,26701.49795607823,29581.37645366478
PLIN2_HUMAN,PLIN2,218871.19803821665,169359.29129292365,243141.3676945486,252563.8458695207,338165.5763789311,216987.5469159083,147072.8845203688,384480.41138011694,278479.7912227438,279450.12974007207,236894.45666948814,252742.80390926776,353316.4366031973,353947.3317296171,161156.51784761736,171861.37980716085,221088.0764432126,0.0,231215.6729438907,150099.46903663,328665.7873993855,0.0,171275.49997740015,387407.2525119546,199625.07082757656,231050.94161095627,0.0,325342.9130188166,0.0,242189.2446117936,255231.0930742845,290549.66689383297,253682.00803142507,205640.8263516982,168513.61829266435,161200.40677230756,299631.79570885154,241405.94780775203,257665.2307640634,229300.7348018662,264551.2863094927,239435.13591773034,243059.813576854
PNPLA2_HUMAN,PNPLA2,0.0,16512.39835275321,12537.22032490014,15497.700015752973,11899.263817008932,11129.615779535361,15336.00714101245,17011.051720326195,25447.4437609783,13363.387344648398,12014.726734230091,10014.698118877537,8868.272202955388,16620.80928663519,12925.04318988845,17366.967441230696,9383.815339989096,12554.45636341177,12179.023913822404,11272.3268203388,12129.749837279987,11382.937120653538,11182.243730312239,11483.338246235096,0.0,0.0,10392.995170205286,10368.532811065612,10673.883803472087,15266.82276657919,19090.799034164353,6034.238389945786,11173.92017750321,10223.602068880838,14710.294309619985,14868.501817760416,11431.307820206583,13534.279407646836,11156.040081108198,13055.98911898912,10734.197310463987,11449.830857358349,13341.454530357025
PPARA_HUMAN,PPARA,29226.032661627312,27694.047022179213,24242.856127846462,22839.077752287514,0.0,22957.911662791037,20218.21596928957,31607.752195918314,18803.71063074287,30785.797268475122,19313.300267525676,0.0,0.0,0.0,42004.384791613666,27306.366280379865,43977.00172476992,20220.070087344953,25481.055519036956,19845.535219909467,25929.940651394387,21981.962933398383,30881.730479958125,32571.866831483636,32378.510090063257,28050.020271252113,32114.926251804693,28815.44090860495,51440.965140654436,28097.077607868003,0.0,34132.07690060515,28469.55843621519,27305.421497180847,23890.58135192782,33614.7675330167,25728.848507140756,25228.970922209595,31332.172396185684,29966.908857617847,33299.51646279766,26200.78043066682,28971.32268286101
PPARD_HUMAN,PPARD,15328.82756850477,13139.932900991638,15813.193412655695,20077.76141458074,12579.039803538808,13560.250223210489,0.0,14947.429463442912,9016.449871999755,0.0,7275.004642695025,6439.3230855588035,6010.618788798244,6666.2187762387275,9911.28212928875,8830.296671886912,0.0,7378.074046294083,44396.92261746263,35672.44678584601,58226.56080064171,29546.451022509133,41576.31871704524,38625.585533186626,29665.806184035806,0.0,29174.846547144258,6729.84890623927,12745.49997874877,0.0,6235.080843811143,9824.09728225205,10260.761126749772,9154.04134613977,6607.547450298594,12063.321937593946,11068.377794820433,12635.42897687809,12358.6737088102,14442.320717201075,14977.174964327889,11179.245071119492,16706.7481007763
PPARG_HUMAN,PPARG,0.0,154596.35036806532,0.0,111919.21460544916,143073.3255518443,148160.09421119458,134676.62406502088,179420.4635662533,84997.24326617345,177477.94319188868,109393.96660664353,0.0,243078.53635525054,168906.22311483044,240823.26029880607,108832.59534216086,169993.9597711947,162827.1651273311,148031.48285214193,111740.31639099134,154159.49102450852,117643.87312963388,91323.17116382266,192046.14922101717,176653.71679541207,0.0,181755.35206635424,172079.3910027804,259440.99201491356,125404.31694111091,127311.52576565124,165944.52079698918,183891.80064449055,168327.59246788576,172059.6022569285,0.0,133602.52137941215,140343.9139971893,192741.40311769498,136423.88528144898,128966.53376830631,145611.40407984756,170416.93023411898
PPARGC1A_HUMAN,PPARGC1A,8764.252593433248,9517.433774088448,13375.438258019098,7226.890558244259,12391.225617100687,10119.017106863846,13360.035191723056,0.0,11656.32576239015,4035.240859921341,3710.490180541601,3123.567079770446,0.0,4460.508043070346,5479.408885612082,0.0,0.0,5978.301936897301,2510.5188659706982,3833.4568642888567,3659.295036394136,1896.6673674617768,2714.4756622214936,3108.8054580580806,0.0,2744.939788074445,3953.0819637626582,0.0,35179.9592017916,13353.898811701667,0.0,32573.95140411641,30202.100210909226,0.0,17486.832259003506,26618.795960664178,11706.304715641605,9768.485506790612,12386.268621001502,9939.301968484015,7927.282973964646,10085.620754169544,11931.63018709444
PPP1R3A_HUMAN,PPP1R3A,0.0,0.0,55038.07917757642,0.0,0.0,0.0,0.0,45737.586569452294,0.0,0.0,0.0,37807.92808350137,0.0,0.0,0.0,0.0,0.0,0.0,21637.406504588314,0.0,17311.607739311352,0.0,35235.258946579,17369.380653366326,0.0,13114.283924786692,16795.409998498053,108043.19189177337,0.0,83018.62952489192,0.0,0.0,0.0,91273.43096902533,0.0,0.0,50330.85982120251,49910.228625243806,50365.075590301916,51397.00920642585,45764.56280682215,43114.91813346436,51180.87311532728
PRKAA1_HUMAN,PRKAA1,42620.77060120603,49045.40505013524,53943.20652972354,51517.80675877274,48727.27282467653,33337.86551902419,52994.249432207565,56247.221253266755,78656.49066811893,41620.306559053955,40140.41014969902,34083.99575179273,32056.679944175226,53318.461175414326,0.0,48996.3819290801,34743.451301637484,41592.249812428345,45360.77571070759,26699.752978245124,46048.95779202526,45214.50089526889,36015.59103072437,52984.34998382977,43355.64649817139,33586.877533320134,0.0,0.0,39451.33457971727,0.0,56455.765262798785,28406.035952462997,36922.165258890804,32523.74816514003,38881.30133260421,56018.94679708293,43329.91040598829,48672.131451311914,39799.423008762446,42777.099510207525,47522.12641397773,38321.38883790939,39550.230064991454
PRKAA2_HUMAN,PRKAA2,75085.38894456715,39756.4169196439,45890.331253721575,57067.0425094443,35783.280708561346,22926.18296438681,55505.59696442235,48078.4631500295,59133.32233798852,33156.53541122399,37280.288976775184,0.0,30850.83995403545,40166.75922942862,46898.68852091565,46534.68332429145,30617.18058418777,30840.901815752983,35215.02361850771,27641.10287222781,29036.3775323606,33637.85372683993,39409.187619782795,53213.16675127566,38214.10955764024,43271.591156349736,24042.790174198548,30236.42678638965,46927.56563077798,42334.61556878641,0.0,29430.059685919416,41954.89806859232,40881.38871929105,27383.08185144185,62220.254003598966,37131.010873494924,38947.60346593329,39530.936440186844,27697.485890130258,37771.09402275987,34782.994433119246,40863.819408578835
PRKAB1_HUMAN,PRKAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4550.022305973536,0.0,4110.977297947755,0.0,0.0,5483.02573763023,0.0,0.0,4314.469397601704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5984.6836089114995,4328.820062240378,0.0,0.0,5548.39807674118,3628.1634494849886,6257.486597538612,4297.161789946434,5652.150136315145,4500.8808928017015,4624.897464331025
PRKAB2_HUMAN,PRKAB2,9532.575345269597,7859.4982677948565,8609.429176725525,10887.696879385556,10291.936409361848,7073.3574524081805,9484.862205111493,14154.218777300815,7283.347438446961,16063.37642665271,13327.55282808563,16389.55030781231,21483.644839086606,21547.96580768754,0.0,16372.550304675131,22835.711708407347,16807.652442069822,1863.1498928088752,2063.649872181852,2827.4288722171345,2366.167090372082,0.0,3376.573838699348,2841.192147673588,0.0,3262.4003640009246,25179.46858125104,46825.26719957597,18355.602859400587,0.0,30282.144691883183,20711.346507925897,22048.216986139858,28532.76511362325,25257.248715981757,8616.845611584498,7586.041473608004,11126.895227590441,9064.046711854275,11297.92354029872,12286.270679644915,14245.057873689708
PRKAG1_HUMAN,PRKAG1,0.0,31979.83308554774,0.0,0.0,40283.76999345365,0.0,30964.06500041351,0.0,41902.228250138105,0.0,0.0,0.0,28532.993179199202,0.0,35122.661978357864,23185.395085484455,34233.38413068338,0.0,0.0,43357.03094850869,0.0,35855.20030329378,25744.832493608807,0.0,36109.75557439294,0.0,29265.846607111456,20126.01193142045,0.0,0.0,0.0,39429.45539794973,50839.911861314016,29727.650684890177,23079.11682946397,30195.140490894973,27098.184529546113,32532.127137890864,41443.26145150919,26754.694019873325,24666.321504693162,26760.57405283603,32427.755689700625
PRKCZ_HUMAN,PRKCZ,129465.37865936724,93142.53675229684,122025.56799737301,117857.43864207264,113840.98748110794,94169.8524152728,96529.92172559569,116395.18125165429,77544.16343250037,106207.4367357739,105483.37797386012,136055.86055627707,88498.50882160942,126874.90540578801,108406.8596428388,124994.86936036064,95534.28451352446,156924.70861711664,125345.55052280077,123095.08259154845,101790.0050016227,212589.47605601038,155519.6805777895,110177.28437407283,132384.0387782881,68498.40296736307,116456.01071886443,111087.13335531164,79339.38568797648,83372.55874120377,115590.3292529618,104971.29812404861,114971.52868415076,87969.38283143565,132095.16467049468,142235.55647231464,135482.09225249427,122896.079343238,120653.72926085386,111669.95764755172,102245.8208319119,119373.55462741926,120202.96585407882
PTEN_HUMAN,PTEN,71257.11300826138,69870.20867927474,50216.77210908722,57733.52365646589,64040.041333434354,50813.92287900531,73683.33078836309,59928.29834224524,89104.45781484715,90925.78023191844,118801.653777397,81123.35688523293,46218.5081885963,87517.44053006815,98537.77633869334,106672.53955598052,60839.57451662601,72630.09025189305,0.0,15848.709598944268,23889.76557872302,30907.764827253017,0.0,32913.75926504676,36082.01738022942,22756.189951148637,0.0,17720.775779740048,25163.932757985105,22799.00896370381,35671.256442021375,13131.489594207676,28530.094404542768,17079.743650926517,24853.01707120657,26631.6011346528,69192.60402703617,60303.503137584834,49455.24284847989,46805.177556099356,54746.16784147951,53877.00224824855,48811.65989069068
